100086	Q0	602146	0	2.9660292	cross-encoder
100086	Q0	564785	1	2.2458308	cross-encoder
100086	Q0	1509011	2	4.4914227	cross-encoder
100086	Q0	1503236	3	2.7460995	cross-encoder
100086	Q0	1004682	4	0.6820394	cross-encoder
100086	Q0	555319	5	2.0583296	cross-encoder
100086	Q0	1054343	6	2.3692908	cross-encoder
100086	Q0	1080219	7	4.0052557	cross-encoder
100086	Q0	875375	8	0.44915324	cross-encoder
100086	Q0	90697	9	1.9679658	cross-encoder
1001348	Q0	795560	0	-2.2167356	cross-encoder
1001348	Q0	396732	1	-2.642072	cross-encoder
1001348	Q0	278511	2	-5.343536	cross-encoder
1001348	Q0	61239	3	-6.645512	cross-encoder
1001348	Q0	315342	4	-4.955927	cross-encoder
1001348	Q0	1104972	5	-4.554095	cross-encoder
1001348	Q0	27027	6	-2.0474715	cross-encoder
1001348	Q0	1069618	7	-5.917563	cross-encoder
1001348	Q0	945209	8	-3.7833333	cross-encoder
1001348	Q0	1419406	9	-6.7224793	cross-encoder
100232	Q0	881808	0	3.1323843	cross-encoder
100232	Q0	1503528	1	2.453224	cross-encoder
100232	Q0	615365	2	0.058981746	cross-encoder
100232	Q0	1478277	3	2.8583233	cross-encoder
100232	Q0	693001	4	0.9704614	cross-encoder
100232	Q0	976373	5	-0.9261085	cross-encoder
100232	Q0	860798	6	1.8789525	cross-encoder
100232	Q0	1199073	7	2.9265964	cross-encoder
100232	Q0	1495295	8	1.6706104	cross-encoder
100232	Q0	888480	9	1.0481976	cross-encoder
1014800	Q0	1190740	0	4.161066	cross-encoder
1014800	Q0	544824	1	3.19762	cross-encoder
1014800	Q0	708517	2	0.35302368	cross-encoder
1014800	Q0	923227	3	0.31728056	cross-encoder
1014800	Q0	1206035	4	1.7666233	cross-encoder
1014800	Q0	880424	5	-1.1180813	cross-encoder
1014800	Q0	1361395	6	-0.9266207	cross-encoder
1014800	Q0	1387366	7	2.4100676	cross-encoder
1014800	Q0	767918	8	2.3108485	cross-encoder
1014800	Q0	355906	9	-1.2484052	cross-encoder
1015692	Q0	1021061	0	0.5532745	cross-encoder
1015692	Q0	382435	1	-1.550868	cross-encoder
1015692	Q0	751677	2	-3.841793	cross-encoder
1015692	Q0	971086	3	-1.619998	cross-encoder
1015692	Q0	74014	4	-0.3222046	cross-encoder
1015692	Q0	1479460	5	-1.402864	cross-encoder
1015692	Q0	568868	6	-1.9130344	cross-encoder
1015692	Q0	1038142	7	-2.4708004	cross-encoder
1015692	Q0	283425	8	0.61606264	cross-encoder
1015692	Q0	369387	9	-2.812071	cross-encoder
1017707	Q0	1074727	0	1.796841	cross-encoder
1017707	Q0	1073210	1	-1.7794876	cross-encoder
1017707	Q0	1031494	2	1.5507777	cross-encoder
1017707	Q0	1244909	3	-1.1268679	cross-encoder
1017707	Q0	1031486	4	2.7271743	cross-encoder
1017707	Q0	1082516	5	2.0273924	cross-encoder
1017707	Q0	1181146	6	1.4372566	cross-encoder
1017707	Q0	1268279	7	-0.26767308	cross-encoder
1017707	Q0	1476068	8	-1.2877378	cross-encoder
1017707	Q0	1394084	9	-2.0437665	cross-encoder
